x,y,Distance
Warmińsko-Mazurskie,Śląskie,0.0
Warmińsko-Mazurskie,Wielkopolskie,0.0
Warmińsko-Mazurskie,Zachodniopomorskie,74.88620020949773
Warmińsko-Mazurskie,Lubuskie,69.90769987383626
Warmińsko-Mazurskie,Dolnośląskie,0.0
Warmińsko-Mazurskie,Opolskie,0.0
Warmińsko-Mazurskie,Kujawsko-Pomorskie,33.796634094778504
Warmińsko-Mazurskie,Warmińsko-Mazurskie,200.0
Warmińsko-Mazurskie,Pomorskie,64.70462151519163
Warmińsko-Mazurskie,Łódzkie,0.0
Warmińsko-Mazurskie,Świętokrzyskie,0.0
Warmińsko-Mazurskie,Lubelskie,60.08537567559714
Warmińsko-Mazurskie,Podkarpackie,0.0
Warmińsko-Mazurskie,Podlaskie,25.272877523984288
Warmińsko-Mazurskie,Mazowieckie,0.0
Pomorskie,Prague,0.0
Pomorskie,Central Bohemian,30.268172942254495
Pomorskie,South Bohemian,22.749875598093645
Pomorskie,Plzeň,0.0
Pomorskie,Karlovy Vary,0.0
Pomorskie,Ústí nad Labem,0.0
Pomorskie,Liberec,0.0
Pomorskie,Hradec Králové,0.0
Pomorskie,Olomouc,0.0
Pomorskie,South Moravian,24.023926832972307
Pomorskie,Vysočina,0.0
Pomorskie,Pardubice,0.0
Pomorskie,Zlín,0.0
Pomorskie,Moravian-Silesian,0.0
Pomorskie,Małopolskie,0.0
Pomorskie,Śląskie,0.0
Pomorskie,Wielkopolskie,0.0
Pomorskie,Zachodniopomorskie,48.99675547013116
Pomorskie,Lubuskie,30.05540828991694
Pomorskie,Dolnośląskie,0.0
Pomorskie,Opolskie,0.0
Pomorskie,Kujawsko-Pomorskie,56.2849412207055
Pomorskie,Warmińsko-Mazurskie,64.70462151519163
Pomorskie,Pomorskie,200.0
Pomorskie,Łódzkie,0.0
Pomorskie,Świętokrzyskie,0.0
Pomorskie,Lubelskie,91.53609020543925
Pomorskie,Podkarpackie,0.0
Pomorskie,Podlaskie,0.0
Pomorskie,Mazowieckie,0.0
Łódzkie,Prague,0.0
Łódzkie,Central Bohemian,0.0
Łódzkie,South Bohemian,0.0
Łódzkie,Plzeň,0.0
Łódzkie,Karlovy Vary,0.0
Łódzkie,Ústí nad Labem,0.0
Łódzkie,Liberec,0.0
Łódzkie,Hradec Králové,0.0
Łódzkie,Olomouc,0.0
Łódzkie,South Moravian,0.0
Łódzkie,Vysočina,0.0
Łódzkie,Pardubice,0.0
Łódzkie,Zlín,0.0
Łódzkie,Moravian-Silesian,0.0
Łódzkie,Małopolskie,0.0
Łódzkie,Śląskie,0.0
Łódzkie,Wielkopolskie,0.0
Łódzkie,Zachodniopomorskie,0.0
Łódzkie,Lubuskie,0.0
Łódzkie,Dolnośląskie,0.0
Łódzkie,Opolskie,0.0
Łódzkie,Kujawsko-Pomorskie,0.0
Łódzkie,Warmińsko-Mazurskie,0.0
Łódzkie,Pomorskie,0.0
Łódzkie,Łódzkie,200.0
Łódzkie,Świętokrzyskie,0.0
Łódzkie,Lubelskie,0.0
Łódzkie,Podkarpackie,0.0
Łódzkie,Podlaskie,0.0
Łódzkie,Mazowieckie,0.0
Świętokrzyskie,Prague,0.0
Świętokrzyskie,Central Bohemian,0.0
Świętokrzyskie,South Bohemian,0.0
Świętokrzyskie,Plzeň,0.0
Świętokrzyskie,Karlovy Vary,0.0
Świętokrzyskie,Ústí nad Labem,0.0
Świętokrzyskie,Liberec,0.0
Świętokrzyskie,Hradec Králové,0.0
Świętokrzyskie,Olomouc,0.0
Świętokrzyskie,South Moravian,30.591283467605074
Świętokrzyskie,Vysočina,0.0
Świętokrzyskie,Pardubice,0.0
Świętokrzyskie,Zlín,0.0
Świętokrzyskie,Moravian-Silesian,0.0
Świętokrzyskie,Małopolskie,0.0
Świętokrzyskie,Śląskie,0.0
Świętokrzyskie,Wielkopolskie,0.0
Świętokrzyskie,Zachodniopomorskie,0.0
Świętokrzyskie,Lubuskie,0.0
Świętokrzyskie,Dolnośląskie,0.0
Świętokrzyskie,Opolskie,0.0
Świętokrzyskie,Kujawsko-Pomorskie,0.0
Świętokrzyskie,Warmińsko-Mazurskie,0.0
Świętokrzyskie,Pomorskie,0.0
Świętokrzyskie,Łódzkie,0.0
Świętokrzyskie,Świętokrzyskie,200.0
Świętokrzyskie,Lubelskie,0.0
Świętokrzyskie,Podkarpackie,0.0
Świętokrzyskie,Podlaskie,33.33244541018095
Świętokrzyskie,Mazowieckie,0.0
Lubelskie,Prague,0.0
Lubelskie,Central Bohemian,29.779705559344162
Lubelskie,South Bohemian,24.199059432709266
Lubelskie,Plzeň,0.0
Lubelskie,Karlovy Vary,0.0
Lubelskie,Ústí nad Labem,0.0
Lubelskie,Liberec,20.768873122386665
Lubelskie,Hradec Králové,0.0
Lubelskie,Olomouc,0.0
Lubelskie,South Moravian,23.200672715596244
Lubelskie,Vysočina,0.0
Lubelskie,Pardubice,0.0
Lubelskie,Zlín,0.0
Lubelskie,Moravian-Silesian,0.0
Lubelskie,Małopolskie,0.0
Lubelskie,Śląskie,0.0
Lubelskie,Wielkopolskie,0.0
Lubelskie,Zachodniopomorskie,47.03709090359896
Lubelskie,Lubuskie,29.635058183389123
Lubelskie,Dolnośląskie,0.0
Lubelskie,Opolskie,0.0
Lubelskie,Kujawsko-Pomorskie,59.6677264745333
Lubelskie,Warmińsko-Mazurskie,60.08537567559714
Lubelskie,Pomorskie,91.53609020543925
Lubelskie,Łódzkie,0.0
Lubelskie,Świętokrzyskie,0.0
Lubelskie,Lubelskie,200.0
Lubelskie,Podkarpackie,29.86556785187977
Lubelskie,Podlaskie,0.0
Lubelskie,Mazowieckie,0.0
Podkarpackie,Prague,0.0
Podkarpackie,Central Bohemian,0.0
Podkarpackie,South Bohemian,0.0
Podkarpackie,Plzeň,0.0
Podkarpackie,Karlovy Vary,0.0
Podkarpackie,Ústí nad Labem,0.0
Podkarpackie,Liberec,0.0
Podkarpackie,Hradec Králové,0.0
Podkarpackie,Olomouc,0.0
Podkarpackie,South Moravian,0.0
Podkarpackie,Vysočina,0.0
Podkarpackie,Pardubice,0.0
Podkarpackie,Zlín,0.0
Podkarpackie,Moravian-Silesian,0.0
Podkarpackie,Małopolskie,0.0
Podkarpackie,Śląskie,0.0
Podkarpackie,Wielkopolskie,0.0
Podkarpackie,Zachodniopomorskie,0.0
Podkarpackie,Lubuskie,0.0
Podkarpackie,Dolnośląskie,0.0
Podkarpackie,Opolskie,0.0
Podkarpackie,Kujawsko-Pomorskie,23.78890389829759
Podkarpackie,Warmińsko-Mazurskie,0.0
Podkarpackie,Pomorskie,0.0
Podkarpackie,Łódzkie,0.0
Podkarpackie,Świętokrzyskie,0.0
Podkarpackie,Lubelskie,29.86556785187977
Podkarpackie,Podkarpackie,200.0
Podkarpackie,Podlaskie,0.0
Podkarpackie,Mazowieckie,0.0
Podlaskie,Prague,0.0
Podlaskie,Central Bohemian,43.882408145910176
Podlaskie,South Bohemian,0.0
Podlaskie,Plzeň,0.0
Podlaskie,Karlovy Vary,0.0
Podlaskie,Ústí nad Labem,0.0
Podlaskie,Liberec,0.0
Podlaskie,Hradec Králové,0.0
Podlaskie,Olomouc,0.0
Podlaskie,South Moravian,52.506070370767
Podlaskie,Vysočina,0.0
Podlaskie,Pardubice,0.0
Podlaskie,Zlín,0.0
Podlaskie,Moravian-Silesian,0.0
Podlaskie,Małopolskie,0.0
Podlaskie,Śląskie,0.0
Podlaskie,Wielkopolskie,0.0
Podlaskie,Zachodniopomorskie,26.29616720432156
Podlaskie,Lubuskie,32.937284010307664
Podlaskie,Dolnośląskie,0.0
Podlaskie,Opolskie,0.0
Podlaskie,Kujawsko-Pomorskie,0.0
Podlaskie,Warmińsko-Mazurskie,25.272877523984288
Podlaskie,Pomorskie,0.0
Podlaskie,Łódzkie,0.0
Podlaskie,Świętokrzyskie,33.33244541018095
Podlaskie,Lubelskie,0.0
Podlaskie,Podkarpackie,0.0
Podlaskie,Podlaskie,200.0
Podlaskie,Mazowieckie,0.0
Mazowieckie,Prague,0.0
Mazowieckie,Central Bohemian,0.0
Mazowieckie,South Bohemian,0.0
Mazowieckie,Plzeň,0.0
Mazowieckie,Karlovy Vary,0.0
Mazowieckie,Ústí nad Labem,0.0
Mazowieckie,Liberec,0.0
Mazowieckie,Hradec Králové,0.0
Mazowieckie,Olomouc,0.0
Mazowieckie,South Moravian,0.0
Mazowieckie,Vysočina,0.0
Mazowieckie,Pardubice,0.0
Mazowieckie,Zlín,0.0
Mazowieckie,Moravian-Silesian,0.0
Mazowieckie,Małopolskie,0.0
Mazowieckie,Śląskie,0.0
Mazowieckie,Wielkopolskie,0.0
Mazowieckie,Zachodniopomorskie,0.0
Mazowieckie,Lubuskie,0.0
Mazowieckie,Dolnośląskie,0.0
Mazowieckie,Opolskie,0.0
Mazowieckie,Kujawsko-Pomorskie,0.0
Mazowieckie,Warmińsko-Mazurskie,0.0
Mazowieckie,Pomorskie,0.0
Mazowieckie,Łódzkie,0.0
Mazowieckie,Świętokrzyskie,0.0
Mazowieckie,Lubelskie,0.0
Mazowieckie,Podkarpackie,0.0
Mazowieckie,Podlaskie,0.0
Mazowieckie,Mazowieckie,200.0
